ID,category,checkIns,createdAt,description,genCategory,lat,lon,name,photoCount,price,query,rating,tags,tileID,time,tips,users,verified
51567e19e4b0e55d9c409e9d,Drugstore / Pharmacy,4,2013.03.30 ,,Shop & Service,18.9445514642,72.7865950718,Noble Medical,0,-1,Mumbai,-1.0,,0_00_00_11_11_11,2015.11.14 17:01:24 ,0,4,False
51b2e0832fc69ae80b80ea80,Jewelry Store,23,2013.06.08 ,"1> BRANDED 22KT HALLMARK MACHINE BANGLES (Bangles, Kadas,Cuffs, Bracelets Necklaces and other Jewellery)

2> 22KT HALLMARK ANTIQUE JEWELLERY AND ITALIAN JEWELRY.",Shop & Service,18.8820668117,72.8013861179,ZEE BANGLES PVT. LTD.,15,-1,Mumbai,-1.0,,0_00_01_00_10_10,2015.11.14 17:01:46 ,0,2,False
53490282498ed1f57cd67098,None,0,2014.04.12 ,,,18.8366475608,72.8317983449,Indigo Deli,0,-1,Mumbai,-1.0,,0_00_01_01_00_00,2015.11.14 17:03:49 ,0,0,False
538331ad498ef9ed05151435,Breakfast Spot,1,2014.05.26 ,,Food,18.8457279205,72.8535995483,Sanjay Farsan,0,-1,Mumbai,-1.0,,0_00_01_01_01_10,2015.11.14 17:04:10 ,0,1,False
52b2ec23498ee4c724b2158f,Boat or Ferry,3,2013.12.19 ,,Travel & Transport,18.87652,72.852478,Densa Leopard,0,-1,Mumbai,-1.0,,0_00_01_01_11_10,2015.11.14 17:04:30 ,0,3,False
4b0587e6f964a52062a622e3,General Entertainment,654,2009.11.19 ,,Arts & Entertainment,18.9000824698,72.8050674016,US Club,37,-1,Mumbai,8.0,golf;recreation;restaurant;swimming pool,0_00_01_10_00_01,2015.11.14 17:04:51 ,8,409,False
4f66d71e6b74aa1289b5fbed,Drugstore / Pharmacy,0,2012.03.19 ,,Shop & Service,18.9018813321,72.8069972992,AaramShop@Colaba Health & Beauty,0,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:52 ,0,0,False
52c14977498eff91d34c02e2,Golf Course,17,2013.12.30 ,,Outdoors & Recreation,18.9002451214,72.8045942134,United Services Golf Club,1,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:52 ,0,10,False
4eedab369911d70cb817239c,Golf Course,43,2011.12.18 ,,Outdoors & Recreation,18.9003771298,72.8049173664,U S Club,3,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:52 ,0,31,False
4b5dd9f1f964a520b96f29e3,None,1,2010.01.25 ,,,18.898806,72.805317,Metro,0,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:53 ,0,1,False
4ba7ac47f964a52072a839e3,None,3,2010.03.22 ,,,18.901909,72.804759,tinysSCRAP,0,-1,Mumbai,-1.0,tinyscrap.com office,0_00_01_10_00_01,2015.11.14 17:04:53 ,1,2,False
51de9ad7454a494f3ebf4c3a,General Travel,1,2013.07.11 ,,Travel & Transport,18.8977196653,72.8096365929,HP Petrol Pump,0,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:53 ,0,1,False
5029bad1e4b02131a2110194,College Technology Building,36,2012.08.14 ,,College & University,18.8954913142,72.8103993622,Naval Maritime Academy,2,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:53 ,1,17,False
4b24167bf964a520cd6024e3,None,10,2009.12.12 ,,,18.8988047529,72.8052520602,Oba Bar,0,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:54 ,0,10,False
51a74b08498e8d9effb5a675,Field,2,2013.05.30 ,,Outdoors & Recreation,18.901102,72.810347,Sparky's Dumping Place At NOFRA,0,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:56 ,0,1,False
4f43e862d5fb04e200321d1f,Military Base,12,2012.02.21 ,,Professional & Other Places,18.8952226156,72.8084886074,INS Kunjali,1,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:56 ,0,9,False
51c71642498e570ec70aebcb,Other Nightlife,6,2013.06.23 ,,Nightlife Spot,18.9001212849,72.8097357587,Dhanush (Integrated Mess and Sports Complex),0,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:56 ,0,6,False
52bfe6d811d2d88aa2552651,Historic Site,3,2013.12.29 ,,Arts & Entertainment,18.8974056244,72.8092422485,prongs light house,0,-1,Mumbai,-1.0,,0_00_01_10_00_01,2015.11.14 17:04:56 ,0,3,False
4eee40df8231688f1f4b469f,Beach,216,2011.12.18 ,,Outdoors & Recreation,18.9084679269,72.8050731722,TIFR Sea Shore,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:18 ,1,55,False
4ce842e1f3bda143df59b8e4,None,55,2010.11.20 ,,,18.9090066774,72.8064823151,Meghnad,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:18 ,0,5,False
4f72d740e4b0cb5254ef3e96,None,0,2012.03.28 ,,,18.907376,72.805689,Lab,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:18 ,0,0,False
4eef50dd8b81bbbf5f467946,Diner,16,2011.12.19 ,,Food,18.9090350848,72.8047211664,Canteena,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:19 ,0,5,False
4d039eb0dc45a093772de5c6,Lounge,5,2010.12.11 ,,Nightlife Spot,18.9020834453,72.8056271475,Western Naval Club,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:19 ,0,5,False
523a6a9f11d23b3112b0c9d7,Gas Station / Garage,2,2013.09.19 ,,Shop & Service,18.907459,72.807083,Naval Petrol Pump,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:19 ,0,2,False
4f1bbe54e4b064e65c594af2,Gym,5,2012.01.22 ,,Shop & Service,18.9062329962,72.806815882,TIFR Gym,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:19 ,0,2,False
50713142e4b0b56dea76f7d0,Residential Building (Apartment / Condo),1,2012.10.07 ,,Residence,18.908631,72.805464,Satyendra Tifr,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:19 ,0,1,False
4f1e21bbe4b00c461c7af259,Medical Center,2,2012.01.24 ,,Professional & Other Places,18.9083411353,72.8065388958,TIFR Pathology Lab,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:19 ,0,2,False
5071315ce4b03e8cfed74da2,Residential Building (Apartment / Condo),287,2012.10.07 ,,Residence,18.9085820178,72.8054655715,Satyendra,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:19 ,0,5,False
4f2d3b23e4b06203564ed091,Flea Market,9,2012.02.04 ,,Shop & Service,18.9090350848,72.8047211664,Soumitra Market,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:20 ,1,5,False
4f735db7e4b03c974694836a,None,2,2012.03.28 ,,,18.9077946239,72.8070178509,TIFR Hostel,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:20 ,0,2,False
517a46b4e4b0f56047cc914d,Cricket Ground,2,2013.04.26 ,,Arts & Entertainment,18.9030525603,72.8111322092,Kohli Stadium,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:20 ,0,2,False
4eda1f416da1642c5c571ccf,Garden,50,2011.12.03 ,,Outdoors & Recreation,18.907991388,72.8089740551,Sagar Matha,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:20 ,0,23,False
4f923562e4b001a2576f4af6,Housing Development,145,2012.04.21 ,,Residence,18.9087824232,72.8050731722,TIFR Colony,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:20 ,0,16,False
523b2a03498eb8f922bf4593,Other Great Outdoors,54,2013.09.19 ,,Outdoors & Recreation,18.903399337,72.8044557191,IMSC,3,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:21 ,0,27,False
4ef31bf6722eb49f53651d41,Police Station,10,2011.12.22 ,,Professional & Other Places,18.9029626954,72.8057541,Cuffe Parade Police Station,2,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:21 ,0,9,False
4e7dbf8d8b81469d840458f3,Gym,2,2011.09.24 ,,Shop & Service,18.9030857086,72.8055038452,Serendipity Gym,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:21 ,0,1,False
4f92ebafe4b0242d610fa073,Ice Cream Shop,6,2012.04.21 ,,Food,18.9090519117,72.8047211664,Natural's Ice Cream,1,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:22 ,0,3,False
4f7409a0e4b02f4e524e0b78,None,2,2012.03.29 ,,,18.907636,72.807599,Shaan-e In Navy Nagar,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:23 ,0,2,False
4da07e2431a6b60cad2d7418,None,18,2011.04.09 ,,,18.9037975599,72.8042999129,Dhanush,1,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:23 ,1,16,False
4f7418e4e4b0f06c043176c4,None,3,2012.03.29 ,,,18.9067205097,72.8048596605,"West Canteen, TIFR",0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:24 ,0,1,False
4f6d81f0e4b0e6e001b405eb,None,1,2012.03.24 ,,,18.911089,72.806211,geetanagar,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:24 ,0,1,False
4ee91276be7b208528d33162,University,77,2011.12.14 ,,College & University,18.9077614904,72.8063253854,Tata Institute of Fundamental Research,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:24 ,0,51,False
4b0587d5f964a5207da322e3,Indian Restaurant,5,2009.11.19 ,,Food,18.9090631297,72.8047211664,Just Kebabs,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:25 ,0,3,False
52498dc111d224db2777065c,Gym,2,2013.09.30 ,,Shop & Service,18.903254984,72.8063178205,Utopia,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:25 ,0,2,False
51f61363498e0553e5bb3951,Drugstore / Pharmacy,3,2013.07.29 ,,Shop & Service,18.908916,72.806576,Sheetal Chemist,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:25 ,0,2,False
51c16113498e0b3572d58bec,Bakery,4,2013.06.19 ,,Food,18.9023466875,72.8072371312,Monginis,0,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:25 ,0,4,False
4fc59cf9e4b0861ffabaa124,Auditorium,11,2012.05.30 ,,Professional & Other Places,18.9072491139,72.8047557899,TIFR Auditorium,1,-1,Mumbai,-1.0,,0_00_01_10_00_11,2015.11.14 17:05:25 ,0,5,False
517f8c5ae4b029dcc436bf8e,American Restaurant,6,2013.04.30 ,,Food,18.8982866095,72.8132210997,"KFC,  Fun Republic",2,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:46 ,0,6,False
4d871d0df974cbffccf108ac,Road,1,2011.03.21 ,,Travel & Transport,18.900115174,72.8166532516,Childrens Traffic Park,0,-1,Mumbai,-1.0,"traffic park, children, kids",0_00_01_10_01_00,2015.11.14 17:05:46 ,1,1,False
5238631411d26c3e5acbfd18,Bus Station,6,2013.09.17 ,,Travel & Transport,18.9014762925,72.813509619,RC Church bus stop,0,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:46 ,0,4,False
4f035132e300fdc04c2bd7bc,Other Great Outdoors,16,2012.01.03 ,,Outdoors & Recreation,18.9007797107,72.8132153293,The Big Banyan Tree,0,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:47 ,1,8,False
4bfa7bc11134b71326720fc9,Garden,4,2010.05.24 ,,Outdoors & Recreation,18.8981256862,72.8149795532,MbPT Garden,2,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:47 ,2,4,False
51e980ac2fc6c3afa4de851d,Soccer Field,3,2013.07.19 ,"At this center, we coach the U6, U8, U10, U12 and U15 Age Groups",Outdoors & Recreation,18.8999730685,72.81270504,Soccer Schools of Excellence (SSE),7,-1,Mumbai,-1.0,football classes;football coaching;football leagues;football tournaments;soccer classes;soccer coaching;soccer leagues;soccer tournaments,0_00_01_10_01_00,2015.11.14 17:05:47 ,0,2,True
557ee576498e133c323b984e,Residential Building (Apartment / Condo),1,2015.06.15 ,,Residence,18.8962560638,72.8125690446,Vishakha,0,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:47 ,0,1,False
51d81f42498ee73dc5f09609,General Entertainment,3,2013.07.06 ,,Arts & Entertainment,18.89792,72.81518,Sena Cinema,0,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:47 ,0,3,False
4dd9e81545ddced820c2f77c,Hospital,148,2011.05.23 ,,Professional & Other Places,18.9010058002,72.8152061061,INHS Ashvini,0,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:47 ,1,71,False
5314fa58e4b0e72a36e3aec3,Neighborhood,8,2014.03.03 ,,Outdoors & Recreation,18.9016556917,72.8144732713,Colaba,0,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:47 ,0,5,False
5144a129e4b0702d22bc64ac,Ice Cream Shop,9,2013.03.16 ,,Food,18.8982866095,72.8132210997,"Naturals Ice Cream, Colaba P.O.",1,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:48 ,1,9,False
51d979c7498e0d1c2d08c6c2,Hospital,13,2013.07.07 ,,Professional & Other Places,18.9001974836,72.8143867159,INHS Asvini,0,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:48 ,0,12,False
5258f57211d2435ca5ab2917,Salon / Barbershop,0,2013.10.12 ,,Shop & Service,18.895462,72.812367,Black Burberry,0,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:48 ,0,0,False
4f66d3546b74aa1289b59cff,Department Store,0,2012.03.19 ,,Shop & Service,18.9002572793,72.8136062622,AaramShop@Sahakari Bhandar Store SB-Colaba,0,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:48 ,0,0,False
517d6adee4b0a2c6747275d7,Other Great Outdoors,1,2013.04.28 ,,Outdoors & Recreation,18.896807,72.811265,Hazrat ghazali B,0,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:49 ,0,1,False
4d8a0d1bbc848cfa9c70d02b,Church,89,2011.03.23 ,,Professional & Other Places,18.9004413757,72.8136250267,R C Church,1,-1,Mumbai,-1.0,,0_00_01_10_01_00,2015.11.14 17:05:49 ,0,48,False
4b0587e4f964a52008a622e3,Convention Center,2235,2009.11.19 ,,Professional & Other Places,18.9147983359,72.8185413424,World Trade Center,61,-1,Mumbai,-1.0,,0_00_01_10_01_10,2015.11.14 17:06:09 ,7,1090,False
4bf011b9c601a593eb38c3d1,Italian Restaurant,903,2010.05.16 ,,Food,18.9141112392,72.8183913154,Flamboyante,22,-1,Mumbai,7.6,,0_00_01_10_01_10,2015.11.14 17:06:09 ,21,504,False
5102cc7ae4b0584e2158c6ab,Snack Place,298,2013.01.25 ,,Food,18.9149404633,72.8189510309,WTC Pasta,15,-1,Mumbai,6.8,,0_00_01_10_01_10,2015.11.14 17:06:10 ,9,205,False
4b0587d1f964a520e8a222e3,Monument / Landmark,260,2009.11.19 ,,Professional & Other Places,18.9065073361,72.8164813489,Afghan Church,9,-1,Mumbai,6.8,church,0_00_01_10_01_10,2015.11.14 17:06:10 ,3,172,False
4b0587d5f964a52082a322e3,Indian Restaurant,115,2009.11.19 ,,Food,18.9159271715,72.8188702473,Santoor,1,-1,Mumbai,-1.0,,0_00_01_10_01_10,2015.11.14 17:06:10 ,3,70,False
51445c4de4b0dfd2cb38b77f,Residential Building (Apartment / Condo),57,2013.03.16 ,,Residence,18.9160202251,72.8175142329,Jolly Maker 1,0,-1,Mumbai,-1.0,,0_00_01_10_01_10,2015.11.14 17:06:10 ,0,22,False
4b0587d2f964a520f1a222e3,Park,473,2009.11.19 ,,Outdoors & Recreation,18.9141984337,72.8196030689,Colaba Woods,0,-1,Mumbai,-1.0,,0_00_01_10_01_10,2015.11.14 17:06:10 ,3,58,False
4e3a1e2dd164c429b727dc5b,School,144,2011.08.04 ,,Professional & Other Places,18.9159896272,72.819507122,Alliance Française,0,-1,Mumbai,-1.0,,0_00_01_10_01_10,2015.11.14 17:06:11 ,0,18,False
5131cef3e4b0ef4e0cd29ab3,Other Great Outdoors,130,2013.03.02 ,,Outdoors & Recreation,18.916279455,72.8179989368,Cuffe Parade,8,-1,Mumbai,-1.0,,0_00_01_10_01_10,2015.11.14 17:06:11 ,0,71,False
5358f5d1498ed43d4f4edc05,High School,3,2014.04.24 ,,Professional & Other Places,18.9042902365,72.8156677332,Army School,0,-1,Mumbai,-1.0,,0_00_01_10_01_10,2015.11.14 17:06:11 ,0,3,False
52d17891498e111381f56fc9,Deli / Bodega,14,2014.01.11 ,,Food,18.9266545685,72.8005951592,"Indigo deli, colaba",0,-1,Mumbai,-1.0,,0_00_01_10_10_00,2015.11.14 17:08:13 ,1,11,False
561bca8a498e5335953692a4,Residential Building (Apartment / Condo),12,2015.10.12 ,,Residence,18.9228022692,72.806123416,Home,0,-1,Mumbai,-1.0,,0_00_01_10_10_01,2015.11.14 17:08:33 ,0,1,False
5614fe2f498ed7a5aa99afb3,General Travel,0,2015.10.07 ,,Travel & Transport,18.9295883179,72.8094482422,Kaçacak Delik Arıyor..,0,-1,Mumbai,-1.0,,0_00_01_10_10_01,2015.11.14 17:08:34 ,0,0,False
50d083d0e4b01ebdb9da84d9,Residential Building (Apartment / Condo),1,2012.12.18 ,,Residence,18.939192,72.798745,Panorama,0,-1,Mumbai,-1.0,,0_00_01_10_10_10,2015.11.14 17:08:54 ,0,1,False
54f7fcc9498e859ac22f112f,IT Services,0,2015.03.05 ,,Shop & Service,18.9399405526,72.7944660187,Xpress Computers Ltd.,0,-1,Mumbai,-1.0,,0_00_01_10_10_10,2015.11.14 17:08:55 ,0,0,False
4f33a6c0e4b0dd592ad4821b,Doctor's Office,8,2012.02.09 ,,Professional & Other Places,18.9448562015,72.7951071736,dr. jayesh shah clinic,0,-1,Mumbai,-1.0,,0_00_01_10_10_10,2015.11.14 17:08:55 ,1,2,False
4e258f23483bbcc48dc5cfc0,Government Building,123,2011.07.19 ,,Professional & Other Places,18.9452317079,72.7952052775,Raj Bhavan,3,-1,Mumbai,-1.0,,0_00_01_10_10_10,2015.11.14 17:08:55 ,1,57,False
4eae97d7d3e32ee0ded00160,Scenic Lookout,2,2011.10.31 ,,Outdoors & Recreation,18.9365214,72.7959957,WNC,0,-1,Mumbai,-1.0,,0_00_01_10_10_10,2015.11.14 17:08:55 ,0,2,False
4faa0062e4b0061d1699c206,Residential Building (Apartment / Condo),2,2012.05.09 ,,Residence,18.939134,72.7956703,laxmi vihar bldg,0,-1,Mumbai,-1.0,,0_00_01_10_10_10,2015.11.14 17:08:56 ,0,2,False
